曲线名称	日期	3月	6月	1年	3年	5年	7年	10年	30年
中债中短期票据收益率曲线(AAA)	2010-01-12	2.1442	2.3864	2.7388	4.0835	4.6808	5.1448
中债国债收益率曲线	2010-01-11	1.3321	1.4163	1.5330	2.4897	3.0159	3.3461	3.6696	4.1856
中债商业银行普通债收益率曲线(AAA)	2010-01-11	1.7780	2.3111	2.6447	3.7921	4.3862	4.7211	4.8925	5.5796
中债中短期票据收益率曲线(AAA)	2010-01-11	2.1649	2.3800	2.7246	4.0777	4.6600	5.1248
中债国债收益率曲线	2010-01-08	1.3221	1.4095	1.5411	2.4692	3.0340	3.3352	3.6614	4.1884
中债商业银行普通债收益率曲线(AAA)	2010-01-08	1.7801	2.3046	2.6355	3.7851	4.3737	4.7204	4.9025	5.5824
中债中短期票据收益率曲线(AAA)	2010-01-08	2.1424	2.3902	2.7157	4.0491	4.6200	5.1148
中债国债收益率曲线	2010-01-07	1.2821	1.4126	1.5489	2.4542	3.0039	3.3158	3.6543	4.1889
中债商业银行普通债收益率曲线(AAA)	2010-01-07	1.8010	2.3073	2.6021	3.7796	4.3730	4.7056	4.8828	5.5829
中债中短期票据收益率曲线(AAA)	2010-01-07	2.1475	2.4457	2.7448	4.0398	4.6619	5.1179
中债国债收益率曲线	2010-01-06	1.2577	1.4106	1.5238	2.4360	2.9912	3.2867	3.6425	4.1886
中债商业银行普通债收益率曲线(AAA)	2010-01-06	1.8084	2.3057	2.6200	3.7709	4.3780	4.7008	4.8778	5.5826
中债中短期票据收益率曲线(AAA)	2010-01-06	2.1455	2.4278	2.7687	4.0187	4.6600	5.1210
中债国债收益率曲线	2010-01-05	1.2552	1.4088	1.5098	2.4591	2.9910	3.2796	3.6606	4.1880
中债商业银行普通债收益率曲线(AAA)	2010-01-05	1.7902	2.2857	2.6141	3.7776	4.3773	4.7005	4.8728	5.5820
中债中短期票据收益率曲线(AAA)	2010-01-05	2.1108	2.4378	2.8170	4.0441	4.6925	5.1251
中债国债收益率曲线	2010-01-04	1.2372	1.4107	1.5000	2.4374	2.9584	3.2816	3.6603	4.1856
中债商业银行普通债收益率曲线(AAA)	2010-01-04	1.7685	2.2851	2.6441	3.7759	4.3766	4.6895	4.8948	5.5796
中债中短期票据收益率曲线(AAA)	2010-01-04	2.1695	2.4235	2.8264	4.0500	4.6815	5.1151
中债国债收益率曲线	2009-12-31	1.2286	1.3970	1.4953	2.4374	2.9592	3.2841	3.6422	4.1812
中债商业银行普通债收益率曲线(AAA)	2009-12-31	1.7359	2.2551	2.6511	3.7736	4.3686	4.6645	4.8848	5.5752
中债中短期票据收益率曲线(AAA)	2009-12-31	2.1480	2.3968	2.8181	4.0543	4.6573	5.1051
中债国债收益率曲线	2009-12-30	1.2407	1.4037	1.5013	2.4356	2.9585	3.2833	3.6429	4.1907
中债商业银行普通债收益率曲线(AAA)	2009-12-30	1.7393	2.2597	2.6506	3.7718	4.3730	4.6640	4.8850	5.5847
中债中短期票据收益率曲线(AAA)	2009-12-30	2.1753	2.4173	2.8136	4.0548	4.6578	5.1056
中债国债收益率曲线	2009-12-29	1.2352	1.4022	1.5012	2.4345	2.9816	3.2839	3.6426	4.1911
中债商业银行普通债收益率曲线(AAA)	2009-12-29	1.7390	2.2588	2.6478	3.7709	4.4037	4.6946	4.8846	5.5851
中债中短期票据收益率曲线(AAA)	2009-12-29	2.2113	2.4737	2.8123	4.0506	4.6574	5.1052
中债国债收益率曲线	2009-12-28	1.2258	1.4009	1.4986	2.4340	2.9966	3.2816	3.6500	4.1909
中债商业银行普通债收益率曲线(AAA)	2009-12-28	1.7403	2.2577	2.6448	3.7909	4.4337	4.7246	4.9146	5.6151
中债中短期票据收益率曲线(AAA)	2009-12-28	2.1882	2.4711	2.8100	4.0361	4.6374	5.0952
中债国债收益率曲线	2009-12-25	1.2128	1.3903	1.5000	2.4242	2.9952	3.2806	3.6543	4.1912
中债商业银行普通债收益率曲线(AAA)	2009-12-25	1.7275	2.2350	2.6392	3.8409	4.4837	4.7746	4.9646	5.6651
中债中短期票据收益率曲线(AAA)	2009-12-25	2.1626	2.4566	2.8055	4.0241	4.6262	5.0974
中债国债收益率曲线	2009-12-24	1.2091	1.3736	1.4890	2.4228	2.9634	3.2801	3.6565	4.1909
中债商业银行普通债收益率曲线(AAA)	2009-12-24	1.7375	2.2350	2.6892	3.8907	4.5337	4.8246	5.0146	5.7151
中债中短期票据收益率曲线(AAA)	2009-12-24	2.1756	2.4602	2.8033	4.0509	4.6300	5.0919
中债国债收益率曲线	2009-12-23	1.2193	1.3746	1.4855	2.4221	2.9634	3.2834	3.6589	4.1910
中债中短期票据收益率曲线(AAA)	2009-12-23	2.1783	2.4701	2.7990	4.0513	4.6273	5.0927
中债国债收益率曲线	2009-12-22	1.2124	1.3768	1.4868	2.4205	2.9634	3.2837	3.6507	4.1909
中债中短期票据收益率曲线(AAA)	2009-12-22	2.1650	2.3942	2.8167	4.0463	4.6123	5.0827
中债国债收益率曲线	2009-12-21	1.2117	1.3752	1.4853	2.4214	2.9572	3.2724	3.6508	4.1910
中债中短期票据收益率曲线(AAA)	2009-12-21	2.1410	2.3869	2.8286	4.0434	4.6423	5.1127
中债国债收益率曲线	2009-12-18	1.2106	1.3392	1.4907	2.4188	2.9499	3.2772	3.6393	4.1909
中债中短期票据收益率曲线(AAA)	2009-12-18	2.1208	2.3977	2.8349	4.0533	4.6433	5.1137
中债国债收益率曲线	2009-12-17	1.2068	1.3692	1.4897	2.4140	2.9449	3.2706	3.6365	4.1910
中债中短期票据收益率曲线(AAA)	2009-12-17	2.1241	2.3758	2.8162	4.0696	4.6446	5.1150
中债国债收益率曲线	2009-12-16	1.2040	1.3676	1.4859	2.4175	2.9554	3.2596	3.6339	4.1912
中债中短期票据收益率曲线(AAA)	2009-12-16	2.0855	2.3726	2.8501	4.0693	4.6870	5.1130
中债国债收益率曲线	2009-12-15	1.2089	1.3662	1.4863	2.4156	2.9677	3.3186	3.6314	4.1936
中债中短期票据收益率曲线(AAA)	2009-12-15	2.0591	2.3698	2.8942	4.0493	4.6850	5.1110
中债国债收益率曲线	2009-12-14	1.2207	1.3617	1.4882	2.4140	2.9546	3.2981	3.6348	4.1934
中债中短期票据收益率曲线(AAA)	2009-12-14	2.0708	2.3667	2.8728	4.0319	4.6950	5.1210
中债国债收益率曲线	2009-12-11	1.2221	1.3398	1.4948	2.4043	2.9781	3.3068	3.6257	4.1930
中债中短期票据收益率曲线(AAA)	2009-12-11	2.0508	2.3615	2.9038	4.0440	4.7350	5.1610
中债国债收益率曲线	2009-12-10	1.2177	1.3487	1.4855	2.4035	2.9634	3.3061	3.6258	4.1909
中债中短期票据收益率曲线(AAA)	2009-12-10	2.0734	2.3701	2.8554	4.0947	4.7650	5.1910
中债国债收益率曲线	2009-12-09	1.2163	1.3450	1.4850	2.4020	2.9628	3.3050	3.6251	4.1928
中债中短期票据收益率曲线(AAA)	2009-12-09	2.0534	2.3180	2.8264	4.1185	4.7750	5.2010
中债国债收益率曲线	2009-12-08	1.2161	1.3467	1.4844	2.4012	2.9921	3.3315	3.6292	4.1928
中债中短期票据收益率曲线(AAA)	2009-12-08	2.0801	2.3215	2.8323	4.1458	4.7900	5.2160
中债国债收益率曲线	2009-12-07	1.2122	1.3454	1.4793	2.3998	2.9769	3.3040	3.6200	4.1934
中债中短期票据收益率曲线(AAA)	2009-12-07	2.0491	2.3211	2.8206	4.1439	4.7850	5.2110
中债国债收益率曲线	2009-12-04	1.2149	1.3411	1.4780	2.3996	2.9494	3.2928	3.5983	4.1845
中债中短期票据收益率曲线(AAA)	2009-12-04	2.0096	2.3213	2.8089	4.1386	4.7800	5.2060
中债国债收益率曲线	2009-12-03	1.2158	1.3369	1.4800	2.3981	2.9382	3.2933	3.5929	4.1843
中债中短期票据收益率曲线(AAA)	2009-12-03	1.9476	2.3253	2.8099	4.1363	4.7820	5.1990
中债国债收益率曲线	2009-12-02	1.2137	1.3352	1.4860	2.4137	2.9311	3.2870	3.5725	4.1841
中债中短期票据收益率曲线(AAA)	2009-12-02	1.9309	2.3205	2.7800	4.1349	4.7920	5.2040
中债国债收益率曲线	2009-12-01	1.2157	1.3345	1.4841	2.4122	2.9813	3.2872	3.5723	4.1851
中债中短期票据收益率曲线(AAA)	2009-12-01	1.9466	2.3165	2.8000	4.1328	4.7930	5.2050
中债国债收益率曲线	2009-11-30	1.2171	1.3258	1.4821	2.3645	2.9764	3.2602	3.5569	4.1861
中债中短期票据收益率曲线(AAA)	2009-11-30	1.9476	2.3122	2.7829	4.1308	4.7980	5.2100
中债国债收益率曲线	2009-11-27	1.2231	1.3194	1.4920	2.3759	2.9943	3.2971	3.5759	4.1911
中债中短期票据收益率曲线(AAA)	2009-11-27	1.9320	2.2761	2.8029	4.1444	4.8000	5.2120
中债国债收益率曲线	2009-11-26	1.2170	1.3243	1.4951	2.4303	3.0594	3.3394	3.6459	4.2011
中债中短期票据收益率曲线(AAA)	2009-11-26	1.9312	2.2785	2.8024	4.1382	4.7909	5.2023
中债国债收益率曲线	2009-11-25	1.2210	1.3211	1.4941	2.4300	3.0622	3.3422	3.6510	4.2012
中债中短期票据收益率曲线(AAA)	2009-11-25	1.9113	2.2504	2.8123	4.1481	4.7809	5.1923
中债国债收益率曲线	2009-11-24	1.2214	1.3203	1.4893	2.4046	3.0757	3.3404	3.6504	4.2013
中债中短期票据收益率曲线(AAA)	2009-11-24	1.8823	2.2489	2.8223	4.1477	4.7609	5.1823
中债国债收益率曲线	2009-11-23	1.2144	1.3281	1.5001	2.4026	3.0912	3.3773	3.6703	4.1968
中债中短期票据收益率曲线(AAA)	2009-11-23	1.8807	2.2447	2.8213	4.1341	4.7106	5.1696
中债国债收益率曲线	2009-11-20	1.2254	1.3208	1.5271	2.4300	3.0869	3.3779	3.6648	4.1918
中债中短期票据收益率曲线(AAA)	2009-11-20	1.8675	2.2240	2.7912	4.1632	4.7105	5.1695
中债国债收益率曲线	2009-11-19	1.2384	1.3237	1.5220	2.4567	3.0949	3.3651	3.6866	4.1948
中债中短期票据收益率曲线(AAA)	2009-11-19	1.8527	2.2339	2.7793	4.1314	4.6721	5.1676
中债国债收益率曲线	2009-11-18	1.2362	1.3228	1.5206	2.4850	3.1102	3.3984	3.6885	4.1748
中债中短期票据收益率曲线(AAA)	2009-11-18	1.8555	2.2348	2.7768	4.1286	4.6711	5.1666
中债国债收益率曲线	2009-11-17	1.2340	1.3396	1.4888	2.5398	3.1072	3.4186	3.6956	4.1747
中债中短期票据收益率曲线(AAA)	2009-11-17	1.8508	2.2319	2.7159	4.1426	4.6311	5.1300
中债国债收益率曲线	2009-11-16	1.2176	1.3429	1.4941	2.5533	3.1075	3.4226	3.6927	4.1746
中债中短期票据收益率曲线(AAA)	2009-11-16	1.8493	2.2264	2.6752	4.1198	4.6011	5.1100
中债国债收益率曲线	2009-11-13	1.2261	1.3259	1.4866	2.5517	3.1054	3.4104	3.6921	4.1745
中债中短期票据收益率曲线(AAA)	2009-11-13	1.8389	2.2108	2.6108	4.1099	4.5811	5.0900
中债国债收益率曲线	2009-11-12	1.2350	1.3282	1.4854	2.5551	3.1088	3.4097	3.6918	4.1744
中债中短期票据收益率曲线(AAA)	2009-11-12	1.8224	2.2172	2.6088	4.1101	4.5909	5.0939
中债国债收益率曲线	2009-11-11	1.2323	1.3266	1.4936	2.5707	3.1184	3.4350	3.6988	4.1742
中债中短期票据收益率曲线(AAA)	2009-11-11	1.8190	2.2133	2.5809	4.1077	4.5907	5.0937
中债国债收益率曲线	2009-11-10	1.2287	1.3261	1.5086	2.5658	3.1583	3.4650	3.7281	4.1732
中债中短期票据收益率曲线(AAA)	2009-11-10	1.8116	2.2123	2.5924	4.1042	4.5905	5.0935
中债国债收益率曲线	2009-11-09	1.2285	1.3250	1.5186	2.5550	3.1481	3.4589	3.7313	4.1692
中债中短期票据收益率曲线(AAA)	2009-11-09	1.7994	2.1968	2.5956	4.1057	4.5903	5.0933
中债国债收益率曲线	2009-11-06	1.2286	1.3170	1.5302	2.5472	3.1438	3.4573	3.7303	4.1691
中债中短期票据收益率曲线(AAA)	2009-11-06	1.8206	2.1521	2.5961	4.0991	4.5896	5.0926
中债国债收益率曲线	2009-11-05	1.2936	1.3265	1.5289	2.5537	3.1426	3.4568	3.7247	4.1690
中债中短期票据收益率曲线(AAA)	2009-11-05	1.8122	2.1542	2.5643	4.0666	4.5893	5.0923
中债国债收益率曲线	2009-11-04	1.2727	1.3237	1.5275	2.5209	3.1139	3.4523	3.7038	4.1691
中债中短期票据收益率曲线(AAA)	2009-11-04	1.8106	2.1504	2.5688	4.0645	4.5885	5.0915
中债国债收益率曲线	2009-11-03	1.2725	1.3231	1.5288	2.4936	3.1137	3.4526	3.6944	4.1692
中债中短期票据收益率曲线(AAA)	2009-11-03	1.8125	2.1454	2.5884	4.0614	4.5877	5.0907
中债国债收益率曲线	2009-11-02	1.3025	1.3271	1.5301	2.5013	3.1142	3.4518	3.6920	4.1693
中债中短期票据收益率曲线(AAA)	2009-11-02	1.8001	2.1402	2.5766	4.0587	4.5887	5.0917
中债国债收益率曲线	2009-10-30	1.3007	1.3227	1.5171	2.4817	3.1014	3.4600	3.6886	4.1694
中债中短期票据收益率曲线(AAA)	2009-10-30	1.8455	2.1384	2.5411	4.0648	4.5897	5.1027
中债国债收益率曲线	2009-10-29	1.2917	1.3195	1.5206	2.5017	3.1204	3.5096	3.6818	4.1693
中债中短期票据收益率曲线(AAA)	2009-10-29	1.8233	2.1412	2.5194	4.0727	4.5905	5.1035
中债国债收益率曲线	2009-10-28	1.2915	1.3195	1.5196	2.4985	3.1200	3.4920	3.6855	4.1643
中债中短期票据收益率曲线(AAA)	2009-10-28	1.8318	2.1386	2.5169	4.0749	4.5895	5.1025
中债国债收益率曲线	2009-10-27	1.2745	1.3168	1.5184	2.5305	3.1094	3.4788	3.6905	4.1593
中债中短期票据收益率曲线(AAA)	2009-10-27	1.8073	2.1352	2.5141	4.0730	4.5860	5.0990
中债国债收益率曲线	2009-10-26	1.2746	1.3159	1.5171	2.5313	3.0939	3.4832	3.6925	4.1616
中债中短期票据收益率曲线(AAA)	2009-10-26	1.7891	2.1319	2.5139	4.0694	4.5960	5.1040
中债国债收益率曲线	2009-10-23	1.2446	1.3052	1.5135	2.5175	3.1033	3.4768	3.6920	4.1706
中债中短期票据收益率曲线(AAA)	2009-10-23	1.7631	2.1394	2.4881	4.0403	4.6060	5.1090
中债国债收益率曲线	2009-10-22	1.2336	1.3177	1.5081	2.5094	3.0924	3.4507	3.6587	4.1656
中债中短期票据收益率曲线(AAA)	2009-10-22	1.7550	2.1365	2.4783	4.0393	4.6160	5.1140
中债国债收益率曲线	2009-10-21	1.2726	1.3717	1.5027	2.4919	3.0753	3.4200	3.6933	4.1706
中债中短期票据收益率曲线(AAA)	2009-10-21	1.8139	2.1379	2.4734	4.0375	4.6350	5.1280
中债国债收益率曲线	2009-10-20	1.2724	1.3716	1.4973	2.4871	3.0754	3.4476	3.6773	4.1790
中债中短期票据收益率曲线(AAA)	2009-10-20	1.7639	2.1250	2.4857	4.0364	4.6450	5.1230
中债国债收益率曲线	2009-10-19	1.3221	1.3842	1.5116	2.5108	3.1025	3.4482	3.6789	4.1887
中债中短期票据收益率曲线(AAA)	2009-10-19	1.8049	2.1435	2.4656	3.9808	4.6400	5.1180
中债国债收益率曲线	2009-10-16	1.2930	1.3734	1.5140	2.5168	3.0945	3.4250	3.7058	4.1882
中债中短期票据收益率曲线(AAA)	2009-10-16	1.8360	2.1098	2.4302	3.9810	4.6356	5.1172
中债国债收益率曲线	2009-10-15	1.2720	1.3705	1.5301	2.5157	3.0980	3.4284	3.7000	4.1881
中债中短期票据收益率曲线(AAA)	2009-10-15	1.8287	2.1006	2.4315	4.0110	4.6551	5.1164
中债国债收益率曲线	2009-10-14	1.2718	1.3672	1.5118	2.5355	3.0403	3.4378	3.6787	4.1831
中债中短期票据收益率曲线(AAA)	2009-10-14	1.8055	2.0627	2.4545	4.0099	4.6540	5.1156
中债国债收益率曲线	2009-10-13	1.2719	1.3600	1.5134	2.4923	3.0153	3.4112	3.6305	4.1731
中债中短期票据收益率曲线(AAA)	2009-10-13	1.8351	2.0600	2.4551	4.0094	4.6636	5.1148
中债国债收益率曲线	2009-10-12	1.2607	1.3442	1.5118	2.4294	2.9748	3.3937	3.6043	4.1531
中债中短期票据收益率曲线(AAA)	2009-10-12	1.8206	2.0562	2.4655	3.9694	4.6200	5.0802
中债国债收益率曲线	2009-10-10	1.2508	1.3572	1.5119	2.4046	2.9498	3.3777	3.5541	4.1380
中债中短期票据收益率曲线(AAA)	2009-10-10	1.8341	2.0615	2.4492	3.9394	4.6000	5.0602
中债国债收益率曲线	2009-10-09	1.2450	1.3487	1.5013	2.3995	2.9379	3.3500	3.5542	4.1380
中债中短期票据收益率曲线(AAA)	2009-10-09	1.8046	2.0771	2.4546	3.8963	4.5800	5.0402
中债国债收益率曲线	2009-09-30	1.2900	1.3787	1.4455	2.3149	2.9443	3.3121	3.5132	4.1381
中债中短期票据收益率曲线(AAA)	2009-09-30	1.7646	2.0511	2.4518	3.8763	4.5790	5.0202
中债国债收益率曲线	2009-09-29	1.2700	1.3687	1.4682	2.3135	2.9401	3.3148	3.5000	4.1380
中债中短期票据收益率曲线(AAA)	2009-09-29	1.7736	2.0535	2.4485	3.8518	4.5690	5.0002
中债国债收益率曲线	2009-09-28	1.2706	1.3579	1.4609	2.3122	2.9401	3.3226	3.4917	4.1379
中债中短期票据收益率曲线(AAA)	2009-09-28	1.7755	2.0569	2.4384	3.8526	4.5390	4.9703
中债国债收益率曲线	2009-09-27	1.2702	1.3674	1.4862	2.3113	2.9407	3.3223	3.5103	4.1378
中债中短期票据收益率曲线(AAA)	2009-09-27	1.7675	2.0613	2.4362	3.8510	4.5393	4.9702
中债国债收益率曲线	2009-09-25	1.2502	1.3693	1.4794	2.3084	2.9393	3.3216	3.5101	4.1478
中债中短期票据收益率曲线(AAA)	2009-09-25	1.7744	2.0561	2.4254	3.8573	4.5391	4.9700
中债国债收益率曲线	2009-09-24	1.2279	1.3709	1.5069	2.3236	2.9396	3.3186	3.5096	4.1230
中债中短期票据收益率曲线(AAA)	2009-09-24	1.7632	2.0552	2.4281	3.8700	4.5291	4.9600
中债国债收益率曲线	2009-09-23	1.2275	1.3699	1.5116	2.3536	2.9431	3.3009	3.5126	4.1031
中债中短期票据收益率曲线(AAA)	2009-09-23	1.7793	2.0472	2.4261	3.8600	4.5091	4.9500
中债国债收益率曲线	2009-09-22	1.2254	1.3697	1.5104	2.3520	2.9462	3.2886	3.5212	4.1095
中债中短期票据收益率曲线(AAA)	2009-09-22	1.7739	2.0399	2.4032	3.8603	4.4591	4.9300
中债国债收益率曲线	2009-09-21	1.2238	1.3444	1.5098	2.3154	2.8788	3.2558	3.5132	4.1045
中债中短期票据收益率曲线(AAA)	2009-09-21	1.7794	2.0360	2.4016	3.8083	4.4091	4.8900
中债国债收益率曲线	2009-09-18	1.2079	1.3399	1.5144	2.2994	2.8581	3.2093	3.4741	4.1060
中债中短期票据收益率曲线(AAA)	2009-09-18	1.7917	2.0459	2.4183	3.7746	4.3991	4.8700
中债国债收益率曲线	2009-09-17	1.2170	1.3139	1.5106	2.2936	2.8564	3.2044	3.4636	4.1059
中债中短期票据收益率曲线(AAA)	2009-09-17	1.7604	2.0342	2.4300	3.7413	4.3741	4.8692
中债国债收益率曲线	2009-09-16	1.2160	1.3264	1.5090	2.2712	2.8557	3.1906	3.4535	4.0959
中债中短期票据收益率曲线(AAA)	2009-09-16	1.7628	2.0278	2.4021	3.6859	4.3302	4.8453
中债国债收益率曲线	2009-09-15	1.2147	1.3214	1.5075	2.2774	2.8541	3.1996	3.4581	4.0958
中债中短期票据收益率曲线(AAA)	2009-09-15	1.7676	2.0239	2.4122	3.6400	4.3242	4.8374
中债国债收益率曲线	2009-09-14	1.2233	1.3190	1.5088	2.2774	2.8676	3.1978	3.4631	4.0908
中债中短期票据收益率曲线(AAA)	2009-09-14	1.7442	2.0294	2.4123	3.6300	4.3168	4.8300
中债国债收益率曲线	2009-09-11	1.2398	1.3149	1.5054	2.2764	2.8667	3.1889	3.4652	4.0909
中债中短期票据收益率曲线(AAA)	2009-09-11	1.7681	2.0507	2.4179	3.6214	4.3078	4.8254
中债国债收益率曲线	2009-09-10	1.2337	1.3141	1.5039	2.2639	2.8372	3.1665	3.4510	4.0926
中债中短期票据收益率曲线(AAA)	2009-09-10	1.7706	2.0397	2.4168	3.6199	4.3075	4.8148
中债国债收益率曲线	2009-09-09	1.2289	1.3142	1.5321	2.2430	2.8290	3.1518	3.4323	4.1051
中债中短期票据收益率曲线(AAA)	2009-09-09	1.7985	2.0519	2.4147	3.6369	4.3070	4.8142
中债国债收益率曲线	2009-09-08	1.2363	1.3124	1.5320	2.2730	2.8399	3.1516	3.4268	4.0856
中债中短期票据收益率曲线(AAA)	2009-09-08	1.8001	2.0498	2.4094	3.6569	4.2739	4.8037
中债国债收益率曲线	2009-09-07	1.2347	1.3136	1.5304	2.2806	2.8367	3.1532	3.4317	4.0896
中债中短期票据收益率曲线(AAA)	2009-09-07	1.7798	2.0542	2.4200	3.6547	4.2936	4.7930
中债国债收益率曲线	2009-09-04	1.1954	1.3001	1.5393	2.2852	2.8328	3.1607	3.4698	4.1000
中债中短期票据收益率曲线(AAA)	2009-09-04	1.8077	2.0399	2.3700	3.6502	4.3140	4.7910
中债国债收益率曲线	2009-09-03	1.2754	1.3500	1.5312	2.2903	2.8330	3.1486	3.4862	4.0951
中债中短期票据收益率曲线(AAA)	2009-09-03	1.8102	2.0318	2.3436	3.5795	4.2460	4.7300
中债国债收益率曲线	2009-09-02	1.2852	1.3578	1.5262	2.2952	2.8740	3.1579	3.4982	4.0853
中债中短期票据收益率曲线(AAA)	2009-09-02	1.8000	2.0178	2.3418	3.5580	4.2350	4.7138
中债国债收益率曲线	2009-09-01	1.2828	1.4116	1.6274	2.3562	2.9025	3.1628	3.4810	4.0858
中债中短期票据收益率曲线(AAA)	2009-09-01	1.8049	2.0019	2.3375	3.5228	4.2172	4.7132
中债国债收益率曲线	2009-08-31	1.2802	1.3600	1.6023	2.3391	2.9089	3.1811	3.4805	4.0860
中债中短期票据收益率曲线(AAA)	2009-08-31	1.8248	2.0000	2.3362	3.5118	4.2169	4.7125
中债国债收益率曲线	2009-08-28	1.2663	1.3522	1.6105	2.3663	2.9111	3.1857	3.4800	4.0860
中债中短期票据收益率曲线(AAA)	2009-08-28	1.8073	1.9911	2.3415	3.4908	4.2144	4.7306
中债国债收益率曲线	2009-08-27	1.2744	1.3367	1.5980	2.3820	2.9122	3.1923	3.4847	4.0861
中债中短期票据收益率曲线(AAA)	2009-08-27	1.7876	2.0001	2.3401	3.4923	4.2142	4.7300
中债国债收益率曲线	2009-08-26	1.2730	1.3360	1.5970	2.4028	2.9110	3.1921	3.4850	4.0873
中债中短期票据收益率曲线(AAA)	2009-08-26	1.7730	1.9787	2.3669	3.4819	4.2024	4.7155
中债国债收益率曲线	2009-08-25	1.2717	1.3368	1.5955	2.4035	2.9193	3.1911	3.4966	4.0873
中债中短期票据收益率曲线(AAA)	2009-08-25	1.7433	2.0067	2.3572	3.4839	4.1817	4.7053
中债国债收益率曲线	2009-08-24	1.2708	1.3665	1.6044	2.3996	2.9338	3.1911	3.4886	4.0872
中债中短期票据收益率曲线(AAA)	2009-08-24	1.7275	2.0032	2.3538	3.4819	4.1874	4.7108
中债国债收益率曲线	2009-08-21	1.2576	1.4035	1.6086	2.3954	2.9388	3.1908	3.5276	4.0875
中债中短期票据收益率曲线(AAA)	2009-08-21	1.7300	2.0019	2.3517	3.4809	4.1831	4.7089
中债国债收益率曲线	2009-08-20	1.2703	1.4059	1.6039	2.3988	2.9812	3.1890	3.5162	4.0977
中债中短期票据收益率曲线(AAA)	2009-08-20	1.7210	2.0051	2.3431	3.4811	4.1775	4.7033
中债国债收益率曲线	2009-08-19	1.2690	1.4044	1.6029	2.4393	2.9939	3.2087	3.5255	4.0997
中债中短期票据收益率曲线(AAA)	2009-08-19	1.7200	1.9765	2.3388	3.4829	4.1512	4.6933
中债国债收益率曲线	2009-08-18	1.2671	1.4030	1.6049	2.4372	3.0072	3.2167	3.5242	4.1097
中债中短期票据收益率曲线(AAA)	2009-08-18	1.7543	2.0074	2.3360	3.4705	4.1505	4.6626
中债国债收益率曲线	2009-08-17	1.2660	1.4022	1.6043	2.4362	3.0059	3.2392	3.5231	4.1097
中债中短期票据收益率曲线(AAA)	2009-08-17	1.8150	1.9990	2.3348	3.4614	4.1520	4.6621
中债国债收益率曲线	2009-08-14	1.2642	1.4114	1.6004	2.4337	2.9934	3.2529	3.5180	4.0997
中债中短期票据收益率曲线(AAA)	2009-08-14	1.8565	2.0144	2.3282	3.4558	4.1424	4.6602
中债国债收益率曲线	2009-08-13	1.3065	1.4004	1.5889	2.4255	2.9936	3.2541	3.5187	4.0997
中债中短期票据收益率曲线(AAA)	2009-08-13	1.8613	2.0130	2.3211	3.4358	4.1449	4.6597
中债国债收益率曲线	2009-08-12	1.3049	1.4659	1.5951	2.4550	2.9925	3.2441	3.5209	4.0977
中债中短期票据收益率曲线(AAA)	2009-08-12	1.8365	2.0025	2.3454	3.4462	4.1440	4.6892
中债国债收益率曲线	2009-08-11	1.3041	1.4744	1.6264	2.4533	3.0291	3.2307	3.5180	4.0927
中债中短期票据收益率曲线(AAA)	2009-08-11	1.8577	2.0170	2.3190	3.4300	4.1459	4.6885
中债国债收益率曲线	2009-08-10	1.3161	1.5246	1.6471	2.4481	3.0129	3.2303	3.5177	4.0927
中债中短期票据收益率曲线(AAA)	2009-08-10	1.8902	2.0143	2.3091	3.4077	4.0854	4.6881
中债国债收益率曲线	2009-08-07	1.3400	1.5778	1.6585	2.4457	2.9396	3.2293	3.5168	4.1027
中债中短期票据收益率曲线(AAA)	2009-08-07	1.9439	1.9829	2.2963	3.3642	4.0589	4.6860
中债国债收益率曲线	2009-08-06	1.3336	1.5689	1.6185	2.4455	2.9752	3.2291	3.5167	4.1028
中债中短期票据收益率曲线(AAA)	2009-08-06	1.9359	1.9720	2.2876	3.3596	4.0507	4.6857
中债国债收益率曲线	2009-08-05	1.3366	1.5617	1.6243	2.4440	2.9852	3.2194	3.5165	4.1078
中债中短期票据收益率曲线(AAA)	2009-08-05	1.9418	1.9831	2.2927	3.3420	4.0455	4.6609
中债国债收益率曲线	2009-08-04	1.3160	1.5748	1.6353	2.4424	2.9751	3.2461	3.5150	4.1069
中债中短期票据收益率曲线(AAA)	2009-08-04	1.9293	1.9602	2.2757	3.3429	4.0200	4.6602
中债国债收益率曲线	2009-08-03	1.2665	1.5439	1.6265	2.4357	2.9745	3.2710	3.5034	4.0800
中债中短期票据收益率曲线(AAA)	2009-08-03	1.9221	1.9857	2.3036	3.3485	4.0513	4.6544
中债国债收益率曲线	2009-07-31	1.2697	1.5293	1.6408	2.4311	2.9365	3.2475	3.5030	4.0645
中债中短期票据收益率曲线(AAA)	2009-07-31	1.9216	1.9479	2.2570	3.3485	4.0701	4.6487
中债国债收益率曲线	2009-07-30	1.2701	1.5331	1.6523	2.4148	2.9215	3.2139	3.4905	4.0499
中债中短期票据收益率曲线(AAA)	2009-07-30	1.9316	1.9630	2.2476	3.3491	4.0474	4.6516
中债国债收益率曲线	2009-07-29	1.2700	1.5300	1.6572	2.4292	2.9019	3.1930	3.5020	4.0411
中债中短期票据收益率曲线(AAA)	2009-07-29	1.8753	1.9617	2.1974	3.3476	4.0473	4.6508
中债国债收益率曲线	2009-07-28	1.2800	1.5400	1.6372	2.4578	2.8956	3.1650	3.4866	4.0308
