曲线名称	日期	3月	6月	1年	3年	5年	7年	10年	30年
中债中短期票据收益率曲线(AAA)	2009-07-28	1.8927	1.9446	2.1712	3.3062	4.0448	4.6503
中债国债收益率曲线	2009-07-27	1.3000	1.5659	1.6599	2.4627	2.9146	3.2039	3.5091	4.0243
中债中短期票据收益率曲线(AAA)	2009-07-27	1.9009	1.9503	2.1633	3.3548	4.0449	4.6496
中债国债收益率曲线	2009-07-24	1.3143	1.5757	1.6693	2.4556	2.9364	3.1872	3.4588	4.0045
中债中短期票据收益率曲线(AAA)	2009-07-24	1.8984	1.9519	2.1447	3.3373	4.0659	4.6426
中债国债收益率曲线	2009-07-23	1.3471	1.5658	1.6472	2.4557	2.8924	3.1765	3.4511	4.0045
中债中短期票据收益率曲线(AAA)	2009-07-23	1.9144	1.9342	2.1079	3.3004	4.0900	4.6380
中债国债收益率曲线	2009-07-22	1.3433	1.5562	1.6663	2.4410	2.9300	3.1759	3.4522	4.0044
中债中短期票据收益率曲线(AAA)	2009-07-22	1.9314	1.9518	2.1040	3.3016	4.1011	4.6178
中债国债收益率曲线	2009-07-21	1.3292	1.5638	1.6562	2.5008	2.9999	3.1839	3.4697	4.0045
中债中短期票据收益率曲线(AAA)	2009-07-21	1.9980	2.0002	2.0952	3.3222	4.1200	4.5678
中债国债收益率曲线	2009-07-20	1.3151	1.5768	1.6559	2.5292	2.9835	3.1865	3.4780	4.0069
中债中短期票据收益率曲线(AAA)	2009-07-20	2.0155	2.0282	2.0624	3.3134	4.0906	4.5770
中债国债收益率曲线	2009-07-17	1.3696	1.6050	1.6500	2.5250	2.9750	3.1950	3.4510	4.0250
中债中短期票据收益率曲线(AAA)	2009-07-17	1.8586	1.8781	2.0640	3.3414	4.0577	4.4678
中债国债收益率曲线	2009-07-16	1.2405	1.3850	1.5000	2.4000	2.8949	3.1250	3.4421	4.0060
中债中短期票据收益率曲线(AAA)	2009-07-16	1.6986	1.7363	2.0142	3.2654	4.0026	4.4475
中债国债收益率曲线	2009-07-15	1.1258	1.2769	1.3699	2.2695	2.8171	3.0485	3.3816	4.0060
中债中短期票据收益率曲线(AAA)	2009-07-15	1.6449	1.7052	1.9654	3.2522	3.9862	4.4001
中债国债收益率曲线	2009-07-14	1.1257	1.2287	1.2736	2.2239	2.7460	2.9849	3.3322	4.0060
中债中短期票据收益率曲线(AAA)	2009-07-14	1.6437	1.7062	1.9254	3.1833	3.9806	4.4005
中债国债收益率曲线	2009-07-13	1.1250	1.2300	1.3300	2.2071	2.6877	2.9845	3.3060	4.0062
中债中短期票据收益率曲线(AAA)	2009-07-13	1.6152	1.6677	1.9312	3.1651	3.9798	4.4013
中债国债收益率曲线	2009-07-10	1.1500	1.2500	1.3500	2.1958	2.6876	2.9644	3.3056	4.0116
中债中短期票据收益率曲线(AAA)	2009-07-10	1.6200	1.6777	1.8971	3.1869	3.9414	4.4357
中债国债收益率曲线	2009-07-09	0.9898	1.0469	1.1500	2.1618	2.6446	2.9461	3.3068	4.0155
中债中短期票据收益率曲线(AAA)	2009-07-09	1.6165	1.6692	1.8687	3.0868	3.9337	4.4086
中债国债收益率曲线	2009-07-08	0.9398	0.9750	1.1009	1.9862	2.6046	2.9166	3.2709	4.0058
中债中短期票据收益率曲线(AAA)	2009-07-08	1.6010	1.6198	1.7447	2.9784	3.8319	4.4226
中债国债收益率曲线	2009-07-07	0.8800	0.9077	1.0497	1.9159	2.5799	2.9191	3.2706	4.0111
中债中短期票据收益率曲线(AAA)	2009-07-07	1.5730	1.6259	1.7510	2.9780	3.8271	4.4114
中债国债收益率曲线	2009-07-06	0.8665	0.9322	1.0158	1.8831	2.5762	2.9157	3.2702	4.0171
中债中短期票据收益率曲线(AAA)	2009-07-06	1.6066	1.6375	1.7494	2.9618	3.8066	4.4137
中债国债收益率曲线	2009-07-03	0.8774	0.9366	0.9905	1.8186	2.5574	2.9088	3.2534	4.0350
中债中短期票据收益率曲线(AAA)	2009-07-03	1.5524	1.5789	1.7470	2.9523	3.8035	4.4118
中债国债收益率曲线	2009-07-02	0.8781	0.9150	0.9850	1.8117	2.5058	2.8996	3.2277	4.0450
中债中短期票据收益率曲线(AAA)	2009-07-02	1.5531	1.5717	1.7498	2.9459	3.8223	4.4078
中债国债收益率曲线	2009-07-01	0.8782	0.9403	0.9810	1.8052	2.4853	2.9245	3.2300	4.0326
中债中短期票据收益率曲线(AAA)	2009-07-01	1.5695	1.5533	1.7556	2.9486	3.8129	4.4470
中债国债收益率曲线	2009-06-30	0.8882	0.9349	0.9810	1.8022	2.4573	2.9045	3.2403	4.0047
中债中短期票据收益率曲线(AAA)	2009-06-30	1.5461	1.5522	1.7498	2.9376	3.8008	4.4270
中债国债收益率曲线	2009-06-29	0.8878	0.9285	0.9807	1.8001	2.4564	2.9045	3.2456	4.0054
中债中短期票据收益率曲线(AAA)	2009-06-29	1.5191	1.5224	1.7269	2.9374	3.7999	4.3783
中债国债收益率曲线	2009-06-26	0.9042	0.9473	0.9798	1.7898	2.4643	2.9002	3.2628	4.0146
中债中短期票据收益率曲线(AAA)	2009-06-26	1.5346	1.5428	1.7465	2.9339	3.8203	4.3812
中债国债收益率曲线	2009-06-25	0.8927	0.9212	0.9754	1.7880	2.4445	2.8996	3.2525	4.0089
中债中短期票据收益率曲线(AAA)	2009-06-25	1.5126	1.5557	1.7405	2.9320	3.8307	4.3796
中债国债收益率曲线	2009-06-24	0.8780	0.9092	1.0044	1.7806	2.4543	2.8706	3.2397	4.0017
中债中短期票据收益率曲线(AAA)	2009-06-24	1.4556	1.5577	1.7401	2.9279	3.8326	4.3803
中债国债收益率曲线	2009-06-23	0.8809	0.9000	1.0029	1.7744	2.4243	2.8406	3.2325	3.9720
中债中短期票据收益率曲线(AAA)	2009-06-23	1.4914	1.5706	1.7389	2.9265	3.8217	4.3795
中债国债收益率曲线	2009-06-22	0.9075	0.9249	1.0027	1.7860	2.4219	2.8312	3.1876	3.9719
中债中短期票据收益率曲线(AAA)	2009-06-22	1.4782	1.5716	1.7373	2.9242	3.8098	4.3801
中债国债收益率曲线	2009-06-19	0.8631	0.8731	1.0095	1.7648	2.4094	2.7976	3.1543	3.9709
中债中短期票据收益率曲线(AAA)	2009-06-19	1.5005	1.5535	1.7383	2.9194	3.7946	4.3791
中债国债收益率曲线	2009-06-18	0.8507	0.8756	1.0084	1.7154	2.4331	2.8093	3.1536	3.9662
中债中短期票据收益率曲线(AAA)	2009-06-18	1.4744	1.5136	1.7426	2.9210	3.7945	4.3787
中债国债收益率曲线	2009-06-17	0.8507	0.8769	0.9960	1.7191	2.4325	2.8087	3.1332	3.9711
中债中短期票据收益率曲线(AAA)	2009-06-17	1.4236	1.5068	1.7421	2.9255	3.7749	4.3810
中债国债收益率曲线	2009-06-16	0.8665	0.8714	1.0033	1.7229	2.4319	2.8131	3.1476	3.9709
中债中短期票据收益率曲线(AAA)	2009-06-16	1.4339	1.5047	1.7358	2.9297	3.7871	4.3779
中债国债收益率曲线	2009-06-15	0.8742	0.8867	0.9953	1.7215	2.4239	2.8067	3.1947	3.9710
中债中短期票据收益率曲线(AAA)	2009-06-15	1.4405	1.5040	1.7311	2.9456	3.7969	4.3767
中债国债收益率曲线	2009-06-12	0.8703	0.8789	0.9984	1.7113	2.4242	2.8165	3.1868	3.9711
中债中短期票据收益率曲线(AAA)	2009-06-12	1.4331	1.5326	1.7252	2.9291	3.7975	4.3747
中债国债收益率曲线	2009-06-11	0.8899	0.8954	0.9938	1.7050	2.4229	2.7820	3.1700	3.9706
中债中短期票据收益率曲线(AAA)	2009-06-11	1.4431	1.5110	1.7090	2.9273	3.7722	4.3768
中债国债收益率曲线	2009-06-10	0.8753	0.8862	1.0097	1.6823	2.4037	2.7828	3.1660	3.9705
中债中短期票据收益率曲线(AAA)	2009-06-10	1.4553	1.5083	1.7289	2.9246	3.7779	4.3761
中债国债收益率曲线	2009-06-09	0.8902	0.8992	0.9999	1.6861	2.4025	2.7842	3.1481	3.9710
中债中短期票据收益率曲线(AAA)	2009-06-09	1.4475	1.4942	1.7278	2.9260	3.7740	4.3704
中债国债收益率曲线	2009-06-08	0.8526	0.8681	0.9970	1.6793	2.4078	2.7838	3.1543	3.9764
中债中短期票据收益率曲线(AAA)	2009-06-08	1.4341	1.4916	1.7259	2.9205	3.7602	4.3715
中债国债收益率曲线	2009-06-05	0.8500	0.8657	0.9835	1.6656	2.4018	2.7850	3.1474	3.9662
中债中短期票据收益率曲线(AAA)	2009-06-05	1.4046	1.4900	1.7219	2.9203	3.7622	4.3692
中债国债收益率曲线	2009-06-04	0.8650	0.8800	0.9518	1.6651	2.3593	2.7846	3.1349	3.9612
中债中短期票据收益率曲线(AAA)	2009-06-04	1.4096	1.4909	1.7588	2.9190	3.7563	4.3393
中债国债收益率曲线	2009-06-03	0.8736	0.8829	0.9329	1.6624	2.3382	2.7790	3.0650	3.9512
中债中短期票据收益率曲线(AAA)	2009-06-03	1.4042	1.4930	1.7348	2.9161	3.7580	4.3099
中债国债收益率曲线	2009-06-02	0.8522	0.8928	0.9300	1.6507	2.3847	2.7952	3.0515	3.9526
中债中短期票据收益率曲线(AAA)	2009-06-02	1.4031	1.4831	1.7048	2.9207	3.7286	4.3126
中债国债收益率曲线	2009-06-01	0.9022	0.9150	0.9566	1.6382	2.3779	2.7952	3.0615	3.9514
中债中短期票据收益率曲线(AAA)	2009-06-01	1.4075	1.4698	1.7050	2.9197	3.7276	4.3119
中债国债收益率曲线	2009-05-31	0.8495	0.8950	0.9605	1.6050	2.3752	2.7895	3.0409	3.9562
中债中短期票据收益率曲线(AAA)	2009-05-31	1.4130	1.4452	1.7136	2.9179	3.7323	4.3106
中债国债收益率曲线	2009-05-27	0.8889	0.8826	0.9454	1.5967	2.3742	2.8057	3.0390	3.9572
中债中短期票据收益率曲线(AAA)	2009-05-27	1.4703	1.4777	1.7298	2.9036	3.7221	4.3090
中债国债收益率曲线	2009-05-26	0.8545	0.8785	0.9296	1.6015	2.3751	2.8017	3.0546	3.9491
中债中短期票据收益率曲线(AAA)	2009-05-26	1.3989	1.4312	1.6998	2.9067	3.7301	4.3077
中债国债收益率曲线	2009-05-25	0.8622	0.8674	0.9349	1.6041	2.3790	2.7957	3.0441	3.9522
中债中短期票据收益率曲线(AAA)	2009-05-25	1.3990	1.4402	1.7000	2.9057	3.7418	4.3056
中债国债收益率曲线	2009-05-22	0.8285	0.8507	0.9369	1.6012	2.3778	2.7940	3.0434	3.9554
中债中短期票据收益率曲线(AAA)	2009-05-22	1.4271	1.4456	1.7361	2.8548	3.7121	4.3080
中债国债收益率曲线	2009-05-21	0.8397	0.8708	0.8961	1.5971	2.3640	2.7478	3.0388	3.9470
中债中短期票据收益率曲线(AAA)	2009-05-21	1.3464	1.4436	1.7257	2.8416	3.6932	4.3099
中债国债收益率曲线	2009-05-20	0.8681	0.8786	0.8900	1.5944	2.3642	2.7371	3.0386	3.9370
中债中短期票据收益率曲线(AAA)	2009-05-20	1.3558	1.4372	1.7164	2.8209	3.6823	4.3103
中债国债收益率曲线	2009-05-19	0.8607	0.8790	0.9023	1.6637	2.3655	2.7414	3.0384	3.9547
中债中短期票据收益率曲线(AAA)	2009-05-19	1.3586	1.4750	1.7288	2.8177	3.6925	4.3088
中债国债收益率曲线	2009-05-18	0.8455	0.8601	0.8882	1.6900	2.3774	2.7418	3.0277	3.9647
中债中短期票据收益率曲线(AAA)	2009-05-18	1.3612	1.4662	1.6993	2.8335	3.7138	4.3337
中债国债收益率曲线	2009-05-15	0.8628	0.9249	0.9431	1.6984	2.3808	2.7440	3.0321	3.9675
中债中短期票据收益率曲线(AAA)	2009-05-15	1.4200	1.4749	1.7042	2.8514	3.7144	4.3313
中债国债收益率曲线	2009-05-14	0.8585	0.9260	0.9395	1.7084	2.3857	2.7744	3.0318	3.9712
中债中短期票据收益率曲线(AAA)	2009-05-14	1.3621	1.4612	1.7062	2.8569	3.7421	4.3213
中债国债收益率曲线	2009-05-13	0.8773	0.9299	0.9449	1.7233	2.3864	2.7538	3.0365	3.9615
中债中短期票据收益率曲线(AAA)	2009-05-13	1.3745	1.4699	1.7035	2.8672	3.7654	4.3167
中债国债收益率曲线	2009-05-12	0.8736	0.9050	0.9466	1.7500	2.3960	2.7898	3.0662	3.9665
中债中短期票据收益率曲线(AAA)	2009-05-12	1.3804	1.4653	1.7032	2.8828	3.7815	4.3135
中债国债收益率曲线	2009-05-11	0.8959	0.9444	0.9696	1.7550	2.3946	2.8151	3.0698	3.9666
中债中短期票据收益率曲线(AAA)	2009-05-11	1.3852	1.4611	1.7062	2.9124	3.8040	4.3102
中债国债收益率曲线	2009-05-08	0.8507	0.9297	0.9856	1.7757	2.3890	2.7929	3.0701	3.9683
中债中短期票据收益率曲线(AAA)	2009-05-08	1.3696	1.4741	1.6833	2.9190	3.8013	4.3085
中债国债收益率曲线	2009-05-07	0.8822	0.9188	1.0003	1.7810	2.4008	2.8418	3.0739	3.9951
中债中短期票据收益率曲线(AAA)	2009-05-07	1.3713	1.4652	1.6738	2.8945	3.8127	4.3068
中债国债收益率曲线	2009-05-06	0.8917	0.9399	1.0009	1.7795	2.4171	2.8712	3.0795	3.9884
中债中短期票据收益率曲线(AAA)	2009-05-06	1.3692	1.4607	1.6796	2.8981	3.8002	4.3076
中债国债收益率曲线	2009-05-05	0.8784	0.9063	0.9904	1.7782	2.3822	2.8400	3.1036	3.9868
中债中短期票据收益率曲线(AAA)	2009-05-05	1.3899	1.4575	1.6862	2.9145	3.8094	4.3050
中债国债收益率曲线	2009-05-04	0.8483	0.9094	1.0114	1.7768	2.4138	2.8231	3.1092	3.9961
中债中短期票据收益率曲线(AAA)	2009-05-04	1.3960	1.4644	1.6831	2.9144	3.7982	4.3061
中债国债收益率曲线	2009-04-30	0.8443	0.9028	1.0006	1.7743	2.4542	2.8426	3.1072	4.0119
中债中短期票据收益率曲线(AAA)	2009-04-30	1.4609	1.4934	1.6827	2.9560	3.7668	4.3079
中债国债收益率曲线	2009-04-29	0.8398	0.8866	1.0011	1.7750	2.4461	2.8218	3.1286	4.0105
中债中短期票据收益率曲线(AAA)	2009-04-29	1.3876	1.4529	1.6677	3.0017	3.8000	4.3023
中债国债收益率曲线	2009-04-28	0.8260	0.8719	0.9958	1.7645	2.4594	2.8514	3.1532	4.0205
中债中短期票据收益率曲线(AAA)	2009-04-28	1.3844	1.4700	1.6647	3.0212	3.8372	4.2959
中债国债收益率曲线	2009-04-27	0.8238	0.8875	1.0053	1.7802	2.4575	2.8560	3.1579	4.0305
中债中短期票据收益率曲线(AAA)	2009-04-27	1.3924	1.4738	1.6416	3.0012	3.8542	4.2929
中债国债收益率曲线	2009-04-24	0.8648	0.9117	1.0326	1.7867	2.4552	2.8703	3.1571	4.0249
中债中短期票据收益率曲线(AAA)	2009-04-24	1.4480	1.4897	1.6616	2.9934	3.8499	4.2916
中债国债收益率曲线	2009-04-23	0.8366	0.9456	1.0032	1.7967	2.4536	2.8754	3.1618	4.0198
中债中短期票据收益率曲线(AAA)	2009-04-23	1.3930	1.4415	1.6416	2.9907	3.8277	4.2954
中债国债收益率曲线	2009-04-22	0.8338	0.9079	0.9892	1.8000	2.4524	2.8736	3.1609	4.0098
中债中短期票据收益率曲线(AAA)	2009-04-22	1.3873	1.4476	1.6142	2.8671	3.7578	4.3054
中债国债收益率曲线	2009-04-21	0.8279	0.9035	0.9989	1.7900	2.4409	2.8628	3.1616	4.0098
中债中短期票据收益率曲线(AAA)	2009-04-21	1.3845	1.4459	1.6109	2.8827	3.7485	4.2519
中债国债收益率曲线	2009-04-20	0.8600	0.9123	0.9941	1.7900	2.4623	2.8663	3.1412	4.0199
中债中短期票据收益率曲线(AAA)	2009-04-20	1.3878	1.4499	1.6355	2.9101	3.6884	4.2590
中债国债收益率曲线	2009-04-17	0.8600	0.8800	1.0078	1.8000	2.4450	2.8609	3.1634	4.0205
中债中短期票据收益率曲线(AAA)	2009-04-17	1.4140	1.4835	1.6485	2.9605	3.6912	4.2562
中债国债收益率曲线	2009-04-16	0.8612	0.9043	0.9827	1.8058	2.4886	2.8647	3.1841	4.0344
中债中短期票据收益率曲线(AAA)	2009-04-16	1.3951	1.4935	1.6284	2.9526	3.6718	4.2587
中债国债收益率曲线	2009-04-15	0.8233	0.9125	0.9921	1.8058	2.4886	2.8330	3.2114	4.0558
中债中短期票据收益率曲线(AAA)	2009-04-15	1.3765	1.4702	1.6218	2.9342	3.6426	4.2622
中债国债收益率曲线	2009-04-14	0.8714	0.9150	0.9680	1.7358	2.4377	2.8820	3.2044	4.0450
中债中短期票据收益率曲线(AAA)	2009-04-14	1.3955	1.4801	1.5928	2.8842	3.6172	4.2656
中债国债收益率曲线	2009-04-13	0.8600	0.9055	0.9712	1.7822	2.4474	2.9218	3.1953	4.0301
中债中短期票据收益率曲线(AAA)	2009-04-13	1.4010	1.4675	1.5743	2.8343	3.5993	4.2674
中债国债收益率曲线	2009-04-10	0.8400	0.9200	0.9837	1.6914	2.4557	2.9086	3.1954	4.0300
中债中短期票据收益率曲线(AAA)	2009-04-10	1.3851	1.4963	1.5711	2.8514	3.5655	4.2752
中债国债收益率曲线	2009-04-09	0.8500	0.9697	0.9957	1.6850	2.4561	2.9090	3.1949	4.0296
中债中短期票据收益率曲线(AAA)	2009-04-09	1.3633	1.4340	1.5707	2.8367	3.5375	4.2792
中债国债收益率曲线	2009-04-08	0.8514	0.9802	1.0052	1.6785	2.4464	2.9260	3.1869	4.0233
中债中短期票据收益率曲线(AAA)	2009-04-08	1.3668	1.4489	1.5567	2.7768	3.4976	4.2279
中债国债收益率曲线	2009-04-07	0.8414	0.9722	0.9994	1.6697	2.4016	2.8986	3.1805	4.0500
中债中短期票据收益率曲线(AAA)	2009-04-07	1.3442	1.4216	1.5430	2.7282	3.4776	4.2569
中债国债收益率曲线	2009-04-03	0.8214	0.9327	0.9638	1.6297	2.3838	2.8914	3.1805	4.0032
中债中短期票据收益率曲线(AAA)	2009-04-03	1.3668	1.4616	1.5510	2.7482	3.4876	4.2725
中债国债收益率曲线	2009-04-02	0.8480	0.9103	0.9479	1.6076	2.3466	2.8414	3.1714	4.0027
中债中短期票据收益率曲线(AAA)	2009-04-02	1.3115	1.4048	1.5392	2.6982	3.4517	4.2310
中债国债收益率曲线	2009-04-01	0.8746	0.9303	0.9643	1.6269	2.3429	2.8306	3.1618	3.9896
中债中短期票据收益率曲线(AAA)	2009-04-01	1.2970	1.3848	1.5240	2.6882	3.4443	4.2198
中债国债收益率曲线	2009-03-31	0.8447	0.9174	0.9670	1.6167	2.4498	2.8389	3.1612	3.9946
中债中短期票据收益率曲线(AAA)	2009-03-31	1.3044	1.3840	1.5159	2.6999	3.4473	4.2301
中债国债收益率曲线	2009-03-30	0.8030	0.8400	0.9074	1.6177	2.4712	2.8405	3.1608	4.0102
中债中短期票据收益率曲线(AAA)	2009-03-30	1.3011	1.3795	1.5211	2.7186	3.4482	4.2291
中债国债收益率曲线	2009-03-27	0.8130	0.8695	0.9291	1.6077	2.4902	2.8392	3.1594	4.0155
中债中短期票据收益率曲线(AAA)	2009-03-27	1.3069	1.3890	1.5366	2.7478	3.4552	4.2281
中债国债收益率曲线	2009-03-26	0.8122	0.8650	0.9384	1.6006	2.4915	2.8198	3.1606	4.0153
中债中短期票据收益率曲线(AAA)	2009-03-26	1.2874	1.3690	1.5405	2.7382	3.4499	4.2312
中债国债收益率曲线	2009-03-25	0.8114	0.8450	0.9095	1.5945	2.4810	2.7805	3.1297	4.0051
中债中短期票据收益率曲线(AAA)	2009-03-25	1.2768	1.3540	1.5331	2.7764	3.4444	4.2284
中债国债收益率曲线	2009-03-24	0.8109	0.8440	0.9014	1.6046	2.4793	2.7774	3.1295	4.0052
中债中短期票据收益率曲线(AAA)	2009-03-24	1.2875	1.3302	1.5062	2.7479	3.4540	4.1700
中债国债收益率曲线	2009-03-23	0.8098	0.8340	0.8997	1.5849	2.4643	2.7711	3.0831	3.9966
中债中短期票据收益率曲线(AAA)	2009-03-23	1.2896	1.3523	1.5327	2.7681	3.4244	4.1724
中债国债收益率曲线	2009-03-20	0.8090	0.8727	0.9211	1.6208	2.4434	2.7797	3.0772	4.0060
中债中短期票据收益率曲线(AAA)	2009-03-20	1.3015	1.3878	1.5331	2.7584	3.4620	4.1655
中债国债收益率曲线	2009-03-19	0.8005	0.8477	0.9005	1.6300	2.3959	2.7636	3.0768	4.0016
中债中短期票据收益率曲线(AAA)	2009-03-19	1.2885	1.3720	1.5416	2.7623	3.4319	4.1626
中债国债收益率曲线	2009-03-18	0.8454	0.8476	0.9508	1.6557	2.4053	2.7627	3.1000	4.0004
中债中短期票据收益率曲线(AAA)	2009-03-18	1.3056	1.3843	1.5224	2.7564	3.4420	4.1606
中债国债收益率曲线	2009-03-17	0.8237	0.8391	0.8879	1.6464	2.3978	2.7558	3.1249	3.9917
中债中短期票据收益率曲线(AAA)	2009-03-17	1.3098	1.3504	1.5212	2.7671	3.4411	4.1584
中债国债收益率曲线	2009-03-16	0.8264	0.8350	0.9025	1.6381	2.4228	2.7585	3.1534	3.9921
中债中短期票据收益率曲线(AAA)	2009-03-16	1.3206	1.3854	1.5202	2.7957	3.4325	4.1983
中债国债收益率曲线	2009-03-13	0.8016	0.8300	0.9062	1.6370	2.4287	2.8028	3.1480	3.9880
中债中短期票据收益率曲线(AAA)	2009-03-13	1.3465	1.4177	1.5182	2.7913	3.4664	4.2383
中债国债收益率曲线	2009-03-12	0.8008	0.8369	0.8871	1.6350	2.4441	2.7893	3.1524	3.9725
中债中短期票据收益率曲线(AAA)	2009-03-12	1.3624	1.3896	1.5155	2.7925	3.4505	4.2380
中债国债收益率曲线	2009-03-11	0.8001	0.8221	0.8881	1.6335	2.4329	2.8000	3.1331	3.9804
中债中短期票据收益率曲线(AAA)	2009-03-11	1.3593	1.3903	1.5140	2.7966	3.4456	4.2376
中债国债收益率曲线	2009-03-10	0.7994	0.8184	0.9132	1.6325	2.4688	2.8179	3.1780	3.9805
中债中短期票据收益率曲线(AAA)	2009-03-10	1.3649	1.4047	1.5110	2.8110	3.4646	4.2365
中债国债收益率曲线	2009-03-09	0.7989	0.8183	0.9376	1.6417	2.4834	2.8328	3.2036	3.9814
中债中短期票据收益率曲线(AAA)	2009-03-09	1.3535	1.4310	1.4913	2.8232	3.4828	4.3198
中债国债收益率曲线	2009-03-06	0.8122	0.8692	0.9405	1.6587	2.4848	2.8364	3.2291	3.9834
中债中短期票据收益率曲线(AAA)	2009-03-06	1.3760	1.4169	1.5184	2.8107	3.4489	4.2800
中债国债收益率曲线	2009-03-05	0.7999	0.8560	0.9878	1.7287	2.4729	2.8618	3.2310	3.9996
中债中短期票据收益率曲线(AAA)	2009-03-05	1.3608	1.3895	1.5175	2.8318	3.4933	4.3192
中债国债收益率曲线	2009-03-04	0.8838	0.9256	0.9895	1.6913	2.4722	2.7742	3.2075	3.9771
中债中短期票据收益率曲线(AAA)	2009-03-04	1.3711	1.4163	1.4929	2.8593	3.4549	4.3168
中债国债收益率曲线	2009-03-03	0.8969	0.9122	0.9968	1.6879	2.4286	2.7593	3.1755	3.9785
中债中短期票据收益率曲线(AAA)	2009-03-03	1.3693	1.4360	1.5030	2.8543	3.4711	4.3238
中债国债收益率曲线	2009-03-02	0.9069	0.9221	1.0031	1.6868	2.4174	2.7590	3.1582	3.9683
中债中短期票据收益率曲线(AAA)	2009-03-02	1.3893	1.4553	1.5500	2.8174	3.4448	4.3296
中债国债收益率曲线	2009-02-27	0.9012	0.9575	1.0119	1.6935	2.3942	2.7630	3.1508	3.9717
中债中短期票据收益率曲线(AAA)	2009-02-27	1.4197	1.4493	1.6146	2.7782	3.4174	4.3336
中债国债收益率曲线	2009-02-26	0.8903	0.9406	0.9999	1.6837	2.3608	2.7223	3.1447	3.9752
中债中短期票据收益率曲线(AAA)	2009-02-26	1.3954	1.4355	1.6192	2.8446	3.4126	4.3111
中债国债收益率曲线	2009-02-25	0.8903	0.9354	1.0192	1.7189	2.3664	2.7523	3.1412	4.0045
中债中短期票据收益率曲线(AAA)	2009-02-25	1.3991	1.4357	1.6111	2.8595	3.4363	4.2844
中债国债收益率曲线	2009-02-24	0.9310	0.9417	1.0821	1.7160	2.3735	2.7566	3.1508	3.9756
中债中短期票据收益率曲线(AAA)	2009-02-24	1.3632	1.4308	1.6180	2.8876	3.5383	4.2755
中债国债收益率曲线	2009-02-23	0.9423	0.9420	1.0968	1.7162	2.4100	2.7657	3.1555	3.9754
中债中短期票据收益率曲线(AAA)	2009-02-23	1.3809	1.4722	1.5957	2.8851	3.5697	4.2698
中债国债收益率曲线	2009-02-20	0.9261	0.9556	1.1022	1.7021	2.3909	2.7794	3.1583	3.9743
中债中短期票据收益率曲线(AAA)	2009-02-20	1.4107	1.4889	1.5874	2.9600	3.6061	4.2795
中债国债收益率曲线	2009-02-19	0.9310	0.9588	1.1004	1.6984	2.4013	2.7532	3.1385	3.9732
中债中短期票据收益率曲线(AAA)	2009-02-19	1.3958	1.4523	1.5896	2.9536	3.5770	4.3114
中债国债收益率曲线	2009-02-18	0.9042	0.9560	1.1022	1.7372	2.3927	2.7640	3.1703	3.9851
中债中短期票据收益率曲线(AAA)	2009-02-18	1.3856	1.4731	1.5816	2.9230	3.4984	4.3559
中债国债收益率曲线	2009-02-17	0.9713	0.9856	1.0923	1.7440	2.4763	2.8375	3.1897	3.9750
中债中短期票据收益率曲线(AAA)	2009-02-17	1.3983	1.4727	1.6106	2.9232	3.5129	4.4017
中债国债收益率曲线	2009-02-16	0.9459	1.0035	1.0854	1.6950	2.4513	2.7466	3.1547	3.9424
中债中短期票据收益率曲线(AAA)	2009-02-16	1.3995	1.4739	1.6037	2.9622	3.5228	4.3857
中债国债收益率曲线	2009-02-13	0.9846	1.0236	1.0734	1.7236	2.4135	2.7427	3.1321	3.8984
中债中短期票据收益率曲线(AAA)	2009-02-13	1.4189	1.4808	1.6299	2.9930	3.5452	4.3854
中债国债收益率曲线	2009-02-12	0.9500	0.9935	1.0845	1.7146	2.4074	2.7344	3.1271	3.9279
