	date	value
821	2015-08-04	1.358
822	2015-08-05	1.362
823	2015-08-06	1.364
824	2015-08-07	1.366
825	2015-08-10	1.367
826	2015-08-11	1.366
827	2015-08-12	1.366
828	2015-08-13	1.366
829	2015-08-14	1.367
830	2015-08-17	1.368
831	2015-08-18	1.368
832	2015-08-19	1.369
833	2015-08-20	1.369
834	2015-08-21	1.37
835	2015-08-24	1.371
836	2015-08-25	1.371
837	2015-08-26	1.371
838	2015-08-27	1.372
839	2015-08-28	1.373
840	2015-08-31	1.375
841	2015-09-01	1.377
842	2015-09-02	1.378
843	2015-09-07	1.379
844	2015-09-08	1.38
845	2015-09-09	1.38
846	2015-09-10	1.381
847	2015-09-11	1.382
848	2015-09-14	1.383
849	2015-09-15	1.383
850	2015-09-16	1.385
851	2015-09-17	1.385
852	2015-09-18	1.386
853	2015-09-21	1.386
854	2015-09-22	1.386
855	2015-09-23	1.386
856	2015-09-24	1.386
857	2015-09-25	1.387
858	2015-09-28	1.387
859	2015-09-29	1.388
860	2015-09-30	1.389
861	2015-10-08	1.39
862	2015-10-09	1.391
863	2015-10-12	1.391
864	2015-10-13	1.392
865	2015-10-14	1.393
866	2015-10-15	1.393
867	2015-10-16	1.394
868	2015-10-19	1.394
869	2015-10-20	1.395
870	2015-10-21	1.395
871	2015-10-22	1.395
872	2015-10-23	1.395
873	2015-10-26	1.398
874	2015-10-27	1.399
875	2015-10-28	1.4
876	2015-10-29	1.401
877	2015-10-30	1.401
878	2015-11-02	1.402
879	2015-11-03	1.402
880	2015-11-04	1.402
881	2015-11-05	1.402
882	2015-11-06	1.402
883	2015-11-09	1.4
884	2015-11-10	1.398
885	2015-11-11	1.399
886	2015-11-12	1.399
887	2015-11-13	1.399
888	2015-11-16	1.399
889	2015-11-17	1.398
890	2015-11-18	1.398
891	2015-11-19	1.398
892	2015-11-20	1.398
893	2015-11-23	1.398
894	2015-11-24	1.399
895	2015-11-25	1.4
896	2015-11-26	1.4
897	2015-11-27	1.4
898	2015-11-30	1.4
899	2015-12-01	1.4
900	2015-12-02	1.401
901	2015-12-03	1.403
902	2015-12-04	1.405
903	2015-12-07	1.406
904	2015-12-08	1.404
905	2015-12-09	1.405
906	2015-12-10	1.404
907	2015-12-11	1.405
908	2015-12-14	1.404
909	2015-12-15	1.403
910	2015-12-16	1.403
911	2015-12-17	1.404
912	2015-12-18	1.405
913	2015-12-21	1.408
914	2015-12-22	1.411
915	2015-12-23	1.412
916	2015-12-24	1.412
917	2015-12-25	1.413
918	2015-12-28	1.414
919	2015-12-29	1.415
920	2015-12-30	1.416
921	2015-12-31	1.416
922	2016-01-04	1.415
923	2016-01-05	1.416
924	2016-01-06	1.416
925	2016-01-07	1.416
926	2016-01-08	1.417
927	2016-01-11	1.418
928	2016-01-12	1.42
929	2016-01-13	1.421
930	2016-01-14	1.422
931	2016-01-15	1.423
932	2016-01-18	1.423
933	2016-01-19	1.422
934	2016-01-20	1.422
935	2016-01-21	1.422
936	2016-01-22	1.422
937	2016-01-25	1.422
938	2016-01-26	1.422
939	2016-01-27	1.421
940	2016-01-28	1.421
941	2016-01-29	1.421
942	2016-02-01	1.421
943	2016-02-02	1.422
944	2016-02-03	1.421
945	2016-02-04	1.422
946	2016-02-05	1.422
947	2016-02-15	1.424
948	2016-02-16	1.425
949	2016-02-17	1.425
950	2016-02-18	1.427
951	2016-02-19	1.427
952	2016-02-22	1.428
953	2016-02-23	1.428
954	2016-02-24	1.429
955	2016-02-25	1.429
956	2016-02-26	1.429
957	2016-02-29	1.43
958	2016-03-01	1.431
959	2016-03-02	1.431
960	2016-03-03	1.432
961	2016-03-04	1.432
962	2016-03-07	1.433
963	2016-03-08	1.434
964	2016-03-09	1.434
965	2016-03-10	1.436
966	2016-03-11	1.436
967	2016-03-14	1.437
968	2016-03-15	1.437
969	2016-03-16	1.438
970	2016-03-17	1.438
971	2016-03-18	1.439
972	2016-03-21	1.441
973	2016-03-22	1.441
974	2016-03-23	1.441
975	2016-03-24	1.442
976	2016-03-25	1.442
977	2016-03-28	1.441
978	2016-03-29	1.441
979	2016-03-30	1.441
980	2016-03-31	1.441
981	2016-04-01	1.441
982	2016-04-05	1.442
983	2016-04-06	1.442
984	2016-04-07	1.442
985	2016-04-08	1.442
986	2016-04-11	1.441
987	2016-04-12	1.439
988	2016-04-13	1.438
989	2016-04-14	1.436
990	2016-04-15	1.436
991	2016-04-18	1.436
992	2016-04-19	1.435
993	2016-04-20	1.433
994	2016-04-21	1.432
995	2016-04-22	1.43
996	2016-04-25	1.427
997	2016-04-26	1.426
998	2016-04-27	1.426
999	2016-04-28	1.427
1000	2016-04-29	1.427
1001	2016-05-03	1.428
1002	2016-05-04	1.429
1003	2016-05-05	1.43
1004	2016-05-06	1.43
1005	2016-05-09	1.431
1006	2016-05-10	1.432
1007	2016-05-11	1.432
1008	2016-05-12	1.433
1009	2016-05-13	1.433
1010	2016-05-16	1.434
1011	2016-05-17	1.433
1012	2016-05-18	1.432
1013	2016-05-19	1.433
1014	2016-05-20	1.431
1015	2016-05-23	1.43
1016	2016-05-24	1.427
1017	2016-05-25	1.428
1018	2016-05-26	1.428
1019	2016-05-27	1.428
1020	2016-05-30	1.428
1021	2016-05-31	1.427
1022	2016-06-01	1.428
1023	2016-06-02	1.428
1024	2016-06-03	1.429
1025	2016-06-06	1.429
1026	2016-06-07	1.429
1027	2016-06-08	1.43
1028	2016-06-13	1.431
1029	2016-06-14	1.432
1030	2016-06-15	1.432
1031	2016-06-16	1.433
1032	2016-06-17	1.436
1033	2016-06-20	1.438
1034	2016-06-21	1.438
1035	2016-06-22	1.439
1036	2016-06-23	1.44
1037	2016-06-24	1.441
1038	2016-06-27	1.442
1039	2016-06-28	1.443
1040	2016-06-29	1.443
1041	2016-06-30	1.444
1042	2016-07-01	1.445
1043	2016-07-04	1.446
1044	2016-07-05	1.447
1045	2016-07-06	1.447
1046	2016-07-07	1.448
1047	2016-07-08	1.449
1048	2016-07-11	1.449
1049	2016-07-12	1.45
1050	2016-07-13	1.451
1051	2016-07-14	1.451
1052	2016-07-15	1.452
1053	2016-07-18	1.453
1054	2016-07-19	1.453
1055	2016-07-20	1.454
1056	2016-07-21	1.455
1057	2016-07-22	1.455
1058	2016-07-25	1.456
1059	2016-07-26	1.456
1060	2016-07-27	1.456
1061	2016-07-28	1.457
1062	2016-07-29	1.458
1063	2016-08-01	1.458
1064	2016-08-02	1.459
1065	2016-08-03	1.459
1066	2016-08-04	1.46
1067	2016-08-05	1.461
1068	2016-08-08	1.461
