2016年5月22日	3,062.50	3,078.51	3,098.48	3,027.44	295.95K	-0.51%
2016年5月15日	3,078.22	3,064.53	3,105.20	3,039.46	323.98K	0.11%
2016年5月8日	3,074.94	3,115.43	3,115.43	3,035.02	391.27K	-1.77%
2016年5月1日	3,130.35	3,159.82	3,222.88	3,130.15	372.44K	-0.84%
2016年4月24日	3,156.75	3,164.74	3,188.83	3,135.64	314.45K	-0.57%
2016年4月17日	3,174.90	3,252.67	3,252.67	3,107.37	522.00K	-2.97%
2016年4月10日	3,272.21	3,213.51	3,296.52	3,198.90	626.66K	2.71%
2016年4月3日	3,185.73	3,211.30	3,271.93	3,163.30	479.66K	-1.12%
2016年3月27日	3,221.89	3,206.95	3,241.93	3,122.76	558.21K	0.75%
2016年3月20日	3,197.82	3,203.29	3,267.78	3,174.32	750.50K	0.82%
2016年3月13日	3,171.96	3,039.57	3,197.67	3,028.58	659.12K	5.09%
2016年3月6日	3,018.28	3,109.00	3,130.90	2,982.17	529.57K	-2.44%
2016年2月28日	3,093.89	2,939.58	3,101.66	2,821.21	813.64K	4.95%
2016年2月21日	2,948.03	3,083.93	3,128.21	2,902.95	630.08K	-3.39%
2016年2月14日	3,051.59	2,888.43	3,093.51	2,886.02	525.53K	2.96%
2016年1月31日	2,963.79	2,939.04	2,999.21	2,869.56	421.42K	0.60%
2016年1月24日	2,946.09	3,129.03	3,149.33	2,839.29	553.23K	-5.38%
2016年1月17日	3,113.46	3,068.23	3,227.91	3,053.96	560.57K	-0.17%
2016年1月10日	3,118.73	3,303.12	3,342.48	3,072.04	682.67K	-7.22%
2016年1月3日	3,361.56	3,725.86	3,726.24	3,237.93	653.52K	-9.90%
2015年12月27日	3,731.00	3,847.53	3,853.39	3,710.48	463.38K	-2.79%
2015年12月20日	3,838.20	3,762.10	3,926.69	3,759.99	871.56K	1.87%
2015年12月13日	3,767.91	3,573.88	3,810.22	3,571.00	740.98K	4.43%
2015年12月6日	3,608.06	3,681.58	3,699.34	3,578.15	583.53K	-1.89%
2015年11月29日	3,677.59	3,554.89	3,758.45	3,455.07	872.24K	3.39%
2015年11月22日	3,556.99	3,774.44	3,805.84	3,534.39	853.42K	-5.76%
2015年11月15日	3,774.38	3,682.73	3,852.77	3,680.07	937.50K	0.75%
2015年11月8日	3,746.24	3,796.38	3,891.77	3,727.58	1.30M	-1.24%
2015年11月1日	3,793.37	3,489.23	3,801.70	3,452.62	1.13M	7.34%
2015年10月25日	3,534.08	3,614.70	3,620.76	3,486.10	833.43K	-1.04%
2015年10月18日	3,571.24	3,548.95	3,601.24	3,417.41	1.05M	1.05%
2015年10月11日	3,534.07	3,351.14	3,537.54	3,347.25	899.13K	5.81%
2015年10月4日	3,340.12	3,324.98	3,352.38	3,293.97	256.44K	4.28%
2015年9月27日	3,202.95	3,226.61	3,246.55	3,159.04	239.93K	-0.90%
2015年9月20日	3,231.95	3,222.60	3,371.41	3,201.91	615.61K	-0.59%
2015年9月13日	3,251.27	3,367.64	3,373.92	3,131.37	785.03K	-2.87%
2015年9月6日	3,347.19	3,347.29	3,426.65	3,170.81	832.72K	-0.55%
2015年8月30日	3,365.83	3,307.40	3,387.02	3,190.58	980.50K	0.70%
2015年8月23日	3,342.29	3,454.60	3,468.15	2,952.01	1.41M	-6.89%
2015年8月16日	3,589.54	4,058.11	4,103.05	3,578.17	1.28M	-11.88%
